"uuid","page_id","page_condition","rt","adjust_rt","scrolling_time","num_words","correct_rate","img_width","age","device","dyslexia","education","gender","language","retake","dyslexia_bin","english_native","Flesch_Kincaid","speed"
"485838c8-c7f2-4591-a8d8-7896e1327b7d","3-1",0,38645,33725,4920,106,1,1294,16,"laptop",0,"college",1,"English",0,0,"Y",11.081,188.584136397331
"485838c8-c7f2-4591-a8d8-7896e1327b7d","3-2",1,41898,39048,2850,120,1,1294,16,"laptop",0,"college",1,"English",0,0,"Y",10.697,184.388444990781
"49dd7632-70f7-4146-be5a-cad4473fb75b","3-2",0,59625,52991,6634,120,1,1438,68,"desktop",0,"graduate school",1,"English",0,0,"Y",10.697,135.872129229492
"49dd7632-70f7-4146-be5a-cad4473fb75b","2-1",1,32582,29785,2797,145,1,1438,68,"desktop",0,"graduate school",1,"English",0,0,"Y",8.337,292.093335571596
"49dd7632-70f7-4146-be5a-cad4473fb75b","1-1",0,71311,64614,6697,324,0.666666666666667,1438,68,"desktop",0,"graduate school",1,"English",0,0,"Y",9.6,300.86358993407
"49dd7632-70f7-4146-be5a-cad4473fb75b","2-2",0,29852,27965,1887,166,1,1438,68,"desktop",0,"graduate school",1,"English",0,0,"Y",7.638,356.159485070624
"49dd7632-70f7-4146-be5a-cad4473fb75b","3-1",1,27238,23105,4133,106,0.666666666666667,1438,68,"desktop",0,"graduate school",1,"English",0,0,"Y",11.081,275.265094135469
"49dd7632-70f7-4146-be5a-cad4473fb75b","1-2",1,60276,50560,9716,383,1,1438,68,"desktop",0,"graduate school",1,"English",0,0,"Y",10.485,454.509493670886
"49ed1805-bfda-406e-af15-31507cb3c5ac","3-1",0,21514,15078,6436,106,0.666666666666667,1366,46,"desktop",0,"college",0,"English",0,0,"Y",11.081,421.806605650617
"49ed1805-bfda-406e-af15-31507cb3c5ac","2-2",1,52090,49794,2296,166,1,1366,46,"desktop",0,"college",0,"English",0,0,"Y",7.638,200.024099289071
"49ed1805-bfda-406e-af15-31507cb3c5ac","2-1",0,19885,16784,3101,145,0.666666666666667,1366,46,"desktop",0,"college",0,"English",0,0,"Y",8.337,518.35081029552
"49ed1805-bfda-406e-af15-31507cb3c5ac","1-1",0,39187,34681,4506,324,0.333333333333333,1366,46,"desktop",0,"college",0,"English",0,0,"Y",9.6,560.537470084484
"49ed1805-bfda-406e-af15-31507cb3c5ac","3-2",1,47734,43475,4259,120,1,1366,46,"desktop",0,"college",0,"English",0,0,"Y",10.697,165.61242093157
"49ed1805-bfda-406e-af15-31507cb3c5ac","1-2",1,86506,81061,5445,383,1,1366,46,"desktop",0,"college",0,"English",0,0,"Y",10.485,283.49021107561
"4a348423-fe96-4fcb-9b2d-f32161971b4d","2-1",0,38766,35980,2786,145,1,1212,22,"laptop",0,"college",0,"German",0,0,"N",8.337,241.801000555864
"4a348423-fe96-4fcb-9b2d-f32161971b4d","1-2",1,72744,61915,10829,383,0.666666666666667,1212,22,"laptop",0,"college",0,"German",0,0,"N",10.485,371.154001453606
"4a348423-fe96-4fcb-9b2d-f32161971b4d","1-1",0,74368,71816,2552,324,0.666666666666667,1212,22,"laptop",0,"college",0,"German",0,0,"N",9.6,270.691767851175
"4a348423-fe96-4fcb-9b2d-f32161971b4d","3-2",0,36331,33079,3252,120,0.666666666666667,1212,22,"laptop",0,"college",0,"German",0,0,"N",10.697,217.660751534206
"4a348423-fe96-4fcb-9b2d-f32161971b4d","3-1",1,28592,26017,2575,106,0.666666666666667,1212,22,"laptop",0,"college",0,"German",0,0,"N",11.081,244.455548295345
"4a348423-fe96-4fcb-9b2d-f32161971b4d","2-2",1,38596,36428,2168,166,1,1212,22,"laptop",0,"college",0,"German",0,0,"N",7.638,273.416053585154
"4aa80c95-24fc-45e5-b3c4-102653f15325","3-1",0,32795,29656,3139,106,1,322,38,"smartphone",2,"college",1,"English",0,1,"Y",11.081,214.459131373078
"4aa80c95-24fc-45e5-b3c4-102653f15325","1-1",0,97460,96181,1279,324,1,322,38,"smartphone",2,"college",1,"English",0,1,"Y",9.6,202.118921616535
"4aa80c95-24fc-45e5-b3c4-102653f15325","2-2",1,41383,41098,285,166,1,322,38,"smartphone",2,"college",1,"English",0,1,"Y",7.638,242.347559491946
"4aa80c95-24fc-45e5-b3c4-102653f15325","2-1",0,61395,60371,1024,145,1,322,38,"smartphone",2,"college",1,"English",0,1,"Y",8.337,144.108926471319
"4aa80c95-24fc-45e5-b3c4-102653f15325","1-2",1,101315,94003,7312,383,1,322,38,"smartphone",2,"college",1,"English",0,1,"Y",10.485,244.460283182452
"4aa80c95-24fc-45e5-b3c4-102653f15325","3-2",1,39236,38776,460,120,1,322,38,"smartphone",2,"college",1,"English",0,1,"Y",10.697,185.681865071178
"4ae8593c-1ba3-42b0-9e6e-deed9cdb2161","2-1",0,18507,17177,1330,145,1,1438,21,"desktop",0,"college",1,"English",0,0,"Y",8.337,506.491238283751
"4ae8593c-1ba3-42b0-9e6e-deed9cdb2161","1-1",0,67370,64139,3231,324,0.333333333333333,1438,21,"desktop",0,"college",1,"English",0,0,"Y",9.6,303.091722664837
"4ae8593c-1ba3-42b0-9e6e-deed9cdb2161","2-2",1,10859,10637,222,166,0.333333333333333,1438,21,"desktop",0,"college",1,"English",0,0,"Y",7.638,936.354235216696
"4ae8593c-1ba3-42b0-9e6e-deed9cdb2161","3-1",0,32596,30895,1701,106,1,1438,21,"desktop",0,"college",1,"English",0,0,"Y",11.081,205.858553163942
"4ae8593c-1ba3-42b0-9e6e-deed9cdb2161","3-2",1,32746,32345,401,120,1,1438,21,"desktop",0,"college",1,"English",0,0,"Y",10.697,222.600092750039
"4ae8593c-1ba3-42b0-9e6e-deed9cdb2161","1-2",1,41437,36201,5236,383,0.333333333333333,1438,21,"desktop",0,"college",1,"English",0,0,"Y",10.485,634.789094223916
"4b19d929-d5f9-41df-a9d5-4176d450e799","2-1",0,31116,19838,11278,145,0.666666666666667,1212,15,"laptop",0,"high school",1,"English",0,0,"Y",8.337,438.552273414659
"4b19d929-d5f9-41df-a9d5-4176d450e799","3-2",1,11650,11650,0,120,0.666666666666667,1212,15,"laptop",0,"high school",1,"English",0,0,"Y",10.697,618.025751072961
"4b19d929-d5f9-41df-a9d5-4176d450e799","1-1",0,43952,26005,17947,324,0.666666666666667,1212,15,"laptop",0,"high school",1,"English",0,0,"Y",9.6,747.548548356085
"4b19d929-d5f9-41df-a9d5-4176d450e799","2-2",1,18781,13563,5218,166,1,1212,15,"laptop",0,"high school",1,"English",0,0,"Y",7.638,734.350807343508
"4b19d929-d5f9-41df-a9d5-4176d450e799","3-1",0,11982,10141,1841,106,1,1212,15,"laptop",0,"high school",1,"English",0,0,"Y",11.081,627.157085100089
"4b19d929-d5f9-41df-a9d5-4176d450e799","1-2",1,27198,16541,10657,383,0.333333333333333,1212,15,"laptop",0,"high school",1,"English",0,0,"Y",10.485,1389.27513451424
"4ba34db8-9baa-42a5-bed2-a6381f36d03e","1-1",1,68431,65490,2941,324,0.666666666666667,322,31,"smartphone",0,"graduate school",0,"English",0,0,"Y",9.6,296.839212093449
"4ba34db8-9baa-42a5-bed2-a6381f36d03e","3-2",0,30835,25527,5308,120,0.666666666666667,646,31,"smartphone",0,"graduate school",0,"English",0,0,"Y",10.697,282.054295451875
"4ba34db8-9baa-42a5-bed2-a6381f36d03e","2-1",1,37209,37209,0,145,0.666666666666667,322,31,"smartphone",0,"graduate school",0,"English",0,0,"Y",8.337,233.814399741998
"4ba34db8-9baa-42a5-bed2-a6381f36d03e","3-1",1,21720,21467,253,106,1,322,31,"smartphone",0,"graduate school",0,"English",0,0,"Y",11.081,296.268691479946
"4ba34db8-9baa-42a5-bed2-a6381f36d03e","2-2",0,35911,32880,3031,166,0.666666666666667,646,31,"smartphone",0,"graduate school",0,"English",0,0,"Y",7.638,302.919708029197
"4ba34db8-9baa-42a5-bed2-a6381f36d03e","1-2",0,61522,49058,12464,383,0.666666666666667,646,31,"smartphone",0,"graduate school",0,"English",0,0,"Y",10.485,468.425129438624
"4be26ab5-1d7e-44bf-bd62-0a66c914394a","3-2",0,17909,10680,7229,120,0.666666666666667,880,19,"tablet",0,"college",1,"Chinese",0,0,"N",10.697,674.157303370787
"4be26ab5-1d7e-44bf-bd62-0a66c914394a","2-2",0,24924,21482,3442,166,0.666666666666667,880,19,"tablet",0,"college",1,"Chinese",0,0,"N",7.638,463.643981007355
"4be26ab5-1d7e-44bf-bd62-0a66c914394a","1-2",1,56544,30709,25835,383,1,880,19,"tablet",0,"college",1,"Chinese",0,0,"N",10.485,748.314826272428
"4be26ab5-1d7e-44bf-bd62-0a66c914394a","3-1",1,24470,19878,4592,106,0.666666666666667,880,19,"tablet",0,"college",1,"Chinese",0,0,"N",11.081,319.951705402958
"4be26ab5-1d7e-44bf-bd62-0a66c914394a","2-1",1,38977,34443,4534,145,1,880,19,"tablet",0,"college",1,"Chinese",0,0,"N",8.337,252.591237697065
"4be26ab5-1d7e-44bf-bd62-0a66c914394a","1-1",0,99359,68730,30629,324,1,880,19,"tablet",0,"college",1,"Chinese",0,0,"N",9.6,282.845918812746
"4bf638b5-36b4-4b87-977c-dbb48a337da5","1-1",1,142859,132667,10192,324,1,1212,20,"laptop",0,"high school",1,"German",0,0,"N",9.6,146.532295144987
"4bf638b5-36b4-4b87-977c-dbb48a337da5","2-2",0,46534,46166,368,166,1,1212,20,"laptop",0,"high school",1,"German",0,0,"N",7.638,215.743187627258
"4bf638b5-36b4-4b87-977c-dbb48a337da5","3-2",1,48225,41764,6461,120,0.666666666666667,1212,20,"laptop",0,"high school",1,"German",0,0,"N",10.697,172.397279954027
"4bf638b5-36b4-4b87-977c-dbb48a337da5","3-1",0,40588,28063,12525,106,0.666666666666667,1212,20,"laptop",0,"high school",1,"German",0,0,"N",11.081,226.632933043509
"4bf638b5-36b4-4b87-977c-dbb48a337da5","2-1",1,52783,48508,4275,145,1,1212,20,"laptop",0,"high school",1,"German",0,0,"N",8.337,179.351859487095
"4bf638b5-36b4-4b87-977c-dbb48a337da5","1-2",0,105325,97780,7545,383,1,1212,20,"laptop",0,"high school",1,"German",0,0,"N",10.485,235.017385968501
"4bf66c16-79cf-49d3-a150-110237af0243","3-2",0,25914,21620,4294,120,1,1438,18,"desktop",0,"high school",0,"English",0,0,"Y",10.697,333.024976873265
"4bf66c16-79cf-49d3-a150-110237af0243","1-1",1,40899,39318,1581,324,0.666666666666667,1438,18,"desktop",0,"high school",0,"English",0,0,"Y",9.6,494.430032046391
"4bf66c16-79cf-49d3-a150-110237af0243","2-1",1,23541,22465,1076,145,0.666666666666667,1438,18,"desktop",0,"high school",0,"English",0,0,"Y",8.337,387.269085243712
"4bf66c16-79cf-49d3-a150-110237af0243","1-2",0,37104,34395,2709,383,1,1438,18,"desktop",0,"high school",0,"English",0,0,"Y",10.485,668.120366332316
"4bf66c16-79cf-49d3-a150-110237af0243","3-1",1,16605,15675,930,106,1,1438,18,"desktop",0,"high school",0,"English",0,0,"Y",11.081,405.741626794258
"4bf66c16-79cf-49d3-a150-110237af0243","2-2",0,28837,27475,1362,166,1,1438,18,"desktop",0,"high school",0,"English",0,0,"Y",7.638,362.511373976342
"4c958f8d-f3c9-40f1-8816-2b0c39a38bd9","3-2",1,69582,37545,32037,120,1,880,19,"smartphone",2,"college",1,"English",0,1,"Y",10.697,191.769876148622
"4c958f8d-f3c9-40f1-8816-2b0c39a38bd9","1-2",1,97879,6955,90924,383,0.666666666666667,880,19,"smartphone",2,"college",1,"English",0,1,"Y",10.485,3304.09777138749
"4c958f8d-f3c9-40f1-8816-2b0c39a38bd9","3-1",0,68720,53412,15308,106,0.333333333333333,880,19,"smartphone",2,"college",1,"English",0,1,"Y",11.081,119.074365311166
"4c958f8d-f3c9-40f1-8816-2b0c39a38bd9","1-1",0,78375,36250,42125,324,0.333333333333333,880,19,"smartphone",2,"college",1,"English",0,1,"Y",9.6,536.275862068966
"4c958f8d-f3c9-40f1-8816-2b0c39a38bd9","2-2",0,49277,35002,14275,166,1,880,19,"smartphone",2,"college",1,"English",0,1,"Y",7.638,284.555168276098
"4c958f8d-f3c9-40f1-8816-2b0c39a38bd9","2-1",1,47680,4433,43247,145,0.666666666666667,880,19,"smartphone",2,"college",1,"English",0,1,"Y",8.337,1962.5535754568
"4eab4ba9-b923-43e9-94b2-b50f8ae543ad","3-2",1,23458,22005,1453,120,0.666666666666667,322,16,"smartphone",0,"high school",0,"English",0,0,"Y",10.697,327.19836400818
"4eab4ba9-b923-43e9-94b2-b50f8ae543ad","1-1",0,44938,44266,672,324,0,322,16,"smartphone",0,"high school",0,"English",0,0,"Y",9.6,439.163240410247
"4eab4ba9-b923-43e9-94b2-b50f8ae543ad","2-2",1,22211,22211,0,166,0.666666666666667,322,16,"smartphone",0,"high school",0,"English",0,0,"Y",7.638,448.426455359957
"4eab4ba9-b923-43e9-94b2-b50f8ae543ad","1-2",1,44404,41233,3171,383,1,322,16,"smartphone",0,"high school",0,"English",0,0,"Y",10.485,557.320592729125
"4eab4ba9-b923-43e9-94b2-b50f8ae543ad","3-1",0,18735,18047,688,106,0.666666666666667,322,16,"smartphone",0,"high school",0,"English",0,0,"Y",11.081,352.413143458747
"4eab4ba9-b923-43e9-94b2-b50f8ae543ad","2-1",0,20111,20025,86,145,0.333333333333333,322,16,"smartphone",0,"high school",0,"English",0,0,"Y",8.337,434.456928838951
"4f197cbb-93cc-4852-aad3-46d35f809f47","3-2",1,45154,35966,9188,120,1,1438,0,"desktop",2,"professional school",0,"English",0,1,"Y",10.697,200.189067452594
"4f197cbb-93cc-4852-aad3-46d35f809f47","2-2",0,52468,35036,17432,166,1,1438,0,"desktop",2,"professional school",0,"English",0,1,"Y",7.638,284.27902728622
"4f197cbb-93cc-4852-aad3-46d35f809f47","1-1",0,77038,37787,39251,324,1,1438,0,"desktop",2,"professional school",0,"English",0,1,"Y",9.6,514.462645883505
"4f197cbb-93cc-4852-aad3-46d35f809f47","1-2",1,98945,70673,28272,383,1,1438,0,"desktop",2,"professional school",0,"English",0,1,"Y",10.485,325.159537588612
"4f197cbb-93cc-4852-aad3-46d35f809f47","3-1",0,32970,19631,13339,106,1,1438,0,"desktop",2,"professional school",0,"English",0,1,"Y",11.081,323.977382711018
"4f197cbb-93cc-4852-aad3-46d35f809f47","2-1",1,48182,45028,3154,145,1,1438,0,"desktop",2,"professional school",0,"English",0,1,"Y",8.337,193.213111841521
"4f60135c-1cb1-4fe2-9178-b628b4c417e3","3-1",0,25082,21332,3750,106,1,1366,21,"laptop",0,"college",1,"English",0,0,"Y",11.081,298.143633977124
"4f60135c-1cb1-4fe2-9178-b628b4c417e3","1-1",0,40320,35107,5213,324,0.333333333333333,1366,21,"laptop",0,"college",1,"English",0,0,"Y",9.6,553.73572222064
"4f60135c-1cb1-4fe2-9178-b628b4c417e3","2-1",0,18435,18086,349,145,0.666666666666667,1366,21,"laptop",0,"college",1,"English",0,0,"Y",8.337,481.035054738472
"4f60135c-1cb1-4fe2-9178-b628b4c417e3","1-2",1,34418,32011,2407,383,0.666666666666667,1366,21,"laptop",0,"college",1,"English",0,0,"Y",10.485,717.878229358658
"4f60135c-1cb1-4fe2-9178-b628b4c417e3","2-2",1,25362,24269,1093,166,1,1366,21,"laptop",0,"college",1,"English",0,0,"Y",7.638,410.40009889159
"4f60135c-1cb1-4fe2-9178-b628b4c417e3","3-2",1,20977,19815,1162,120,1,1366,21,"laptop",0,"college",1,"English",0,0,"Y",10.697,363.36109008327
"4f8c5f95-808c-404c-9613-d9ad53bad8c2","1-2",0,59747,51589,8158,383,1,1212,24,"laptop",0,"college",0,"English",0,0,"Y",10.485,445.443796158096
"4f8c5f95-808c-404c-9613-d9ad53bad8c2","2-2",0,45603,37845,7758,166,0.333333333333333,1212,24,"laptop",0,"college",0,"English",0,0,"Y",7.638,263.178755449861
"4f8c5f95-808c-404c-9613-d9ad53bad8c2","2-1",1,43340,37506,5834,145,1,1212,24,"laptop",0,"college",0,"English",0,0,"Y",8.337,231.96288593825
"4f8c5f95-808c-404c-9613-d9ad53bad8c2","3-2",0,38945,35669,3276,120,1,1212,24,"laptop",0,"college",0,"English",0,0,"Y",10.697,201.855953348846
"4f8c5f95-808c-404c-9613-d9ad53bad8c2","1-1",1,41729,33984,7745,324,0.666666666666667,1212,24,"laptop",0,"college",0,"English",0,0,"Y",9.6,572.033898305085
"4f8c5f95-808c-404c-9613-d9ad53bad8c2","3-1",1,25873,23789,2084,106,1,1212,24,"laptop",0,"college",0,"English",0,0,"Y",11.081,267.350456093152
"5013da82-22c7-47fd-a245-d7131d2fab50","2-2",1,47916,44850,3066,166,1,1294,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.638,222.073578595318
"5013da82-22c7-47fd-a245-d7131d2fab50","3-2",0,48655,46174,2481,120,1,1294,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.697,155.93190973275
"5013da82-22c7-47fd-a245-d7131d2fab50","1-1",1,96691,90216,6475,324,1,1294,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,215.482841181165
"5013da82-22c7-47fd-a245-d7131d2fab50","2-1",0,41699,37341,4358,145,1,1294,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.337,232.987868562706
"5013da82-22c7-47fd-a245-d7131d2fab50","1-2",0,98032,94822,3210,383,0.666666666666667,1294,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.485,242.348822003333
"5013da82-22c7-47fd-a245-d7131d2fab50","3-1",1,44633,38417,6216,106,1,1294,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.081,165.551708878882
"512ef0df-48a3-4796-9919-471f50f25df1","2-2",1,47277,40667,6610,166,0.666666666666667,880,30,"smartphone",0,"graduate school",1,"English",0,0,"Y",7.638,244.916025278481
"512ef0df-48a3-4796-9919-471f50f25df1","2-1",0,50260,46107,4153,145,0.666666666666667,880,30,"smartphone",0,"graduate school",1,"English",0,0,"Y",8.337,188.691521894723
"512ef0df-48a3-4796-9919-471f50f25df1","1-1",0,94751,92612,2139,324,0.666666666666667,880,30,"smartphone",0,"graduate school",1,"English",0,0,"Y",9.6,209.908003282512
"512ef0df-48a3-4796-9919-471f50f25df1","3-1",0,31282,18298,12984,106,1,880,30,"smartphone",0,"graduate school",1,"English",0,0,"Y",11.081,347.578970379276
"512ef0df-48a3-4796-9919-471f50f25df1","3-2",1,54347,45080,9267,120,1,880,30,"smartphone",0,"graduate school",1,"English",0,0,"Y",10.697,159.716060337178
"512ef0df-48a3-4796-9919-471f50f25df1","1-2",1,108112,93198,14914,383,1,880,30,"smartphone",0,"graduate school",1,"English",0,0,"Y",10.485,246.571814845812
"52094e6b-59e3-4905-9151-73e21750879d","1-1",1,58967,58185,782,324,0.666666666666667,1419,21,"laptop",2,"college",1,"English",0,1,"Y",9.6,334.106728538283
"52094e6b-59e3-4905-9151-73e21750879d","3-1",0,36613,35920,693,106,1,1419,21,"laptop",2,"college",1,"English",0,1,"Y",11.081,177.06013363029
"52094e6b-59e3-4905-9151-73e21750879d","2-2",0,25964,25329,635,166,0.666666666666667,1419,21,"laptop",2,"college",1,"English",0,1,"Y",7.638,393.225156934739
"52094e6b-59e3-4905-9151-73e21750879d","3-2",1,20338,19480,858,120,1,1419,21,"laptop",2,"college",1,"English",0,1,"Y",10.697,369.609856262834
"52094e6b-59e3-4905-9151-73e21750879d","2-1",1,29986,28844,1142,145,1,1419,21,"laptop",2,"college",1,"English",0,1,"Y",8.337,301.622521148246
"52094e6b-59e3-4905-9151-73e21750879d","1-2",0,46744,44035,2709,383,0.666666666666667,1419,21,"laptop",2,"college",1,"English",0,1,"Y",10.485,521.857613262178
"525bf1c5-7405-44d8-a086-43a65dd46da2","2-1",1,37421,32331,5090,145,0.333333333333333,1366,20,"laptop",0,"high school",1,"English",0,0,"Y",8.337,269.091583928737
"525bf1c5-7405-44d8-a086-43a65dd46da2","3-1",1,28330,25322,3008,106,1,1366,20,"laptop",0,"high school",1,"English",0,0,"Y",11.081,251.164994866124
"525bf1c5-7405-44d8-a086-43a65dd46da2","3-2",0,37797,35605,2192,120,0.666666666666667,1366,20,"laptop",0,"high school",1,"English",0,0,"Y",10.697,202.218789495857
"525bf1c5-7405-44d8-a086-43a65dd46da2","1-1",0,15008,13052,1956,324,0,1366,20,"laptop",0,"high school",1,"English",0,0,"Y",9.6,1489.4269077536
"525bf1c5-7405-44d8-a086-43a65dd46da2","1-2",1,18285,12913,5372,383,0.333333333333333,1366,20,"laptop",0,"high school",1,"English",0,0,"Y",10.485,1779.60195152172
"525bf1c5-7405-44d8-a086-43a65dd46da2","2-2",0,29730,27114,2616,166,1,1366,20,"laptop",0,"high school",1,"English",0,0,"Y",7.638,367.337906616508
"52655f97-f8e7-48eb-9269-d5ee71ad6db4","2-1",1,28869,25728,3141,145,1,1438,39,"laptop",0,"graduate school",1,"English",0,0,"Y",8.337,338.152985074627
"52655f97-f8e7-48eb-9269-d5ee71ad6db4","1-1",0,63644,60182,3462,324,0.666666666666667,1438,39,"laptop",0,"graduate school",1,"English",0,0,"Y",9.6,323.020172144495
"52655f97-f8e7-48eb-9269-d5ee71ad6db4","3-2",0,54092,48036,6056,120,0.333333333333333,1438,39,"laptop",0,"graduate school",1,"English",0,0,"Y",10.697,149.887584311766
"52655f97-f8e7-48eb-9269-d5ee71ad6db4","1-2",1,70105,61060,9045,383,0.666666666666667,1438,39,"laptop",0,"graduate school",1,"English",0,0,"Y",10.485,376.35113003603
"52655f97-f8e7-48eb-9269-d5ee71ad6db4","3-1",1,40531,36958,3573,106,0.666666666666667,1438,39,"laptop",0,"graduate school",1,"English",0,0,"Y",11.081,172.087234157693
"52655f97-f8e7-48eb-9269-d5ee71ad6db4","2-2",0,44727,36219,8508,166,1,1438,39,"laptop",0,"graduate school",1,"English",0,0,"Y",7.638,274.993787790938
"529af3c4-1f6c-4ced-ac86-165cb41a1629","2-1",0,60539,58421,2118,145,0.666666666666667,1366,34,"laptop",0,"graduate school",0,"Spanish",0,0,"N",8.337,148.919053080228
"529af3c4-1f6c-4ced-ac86-165cb41a1629","1-1",1,98154,95286,2868,324,0.666666666666667,1366,34,"laptop",0,"graduate school",0,"Spanish",0,0,"N",9.6,204.017379258233
"529af3c4-1f6c-4ced-ac86-165cb41a1629","3-2",0,57358,52669,4689,120,1,1366,34,"laptop",0,"graduate school",0,"Spanish",0,0,"N",10.697,136.702804306138
"529af3c4-1f6c-4ced-ac86-165cb41a1629","2-2",1,49425,47259,2166,166,1,1366,34,"laptop",0,"graduate school",0,"Spanish",0,0,"N",7.638,210.753507268457
"529af3c4-1f6c-4ced-ac86-165cb41a1629","1-2",0,121949,118133,3816,383,1,1366,34,"laptop",0,"graduate school",0,"Spanish",0,0,"N",10.485,194.526508257642
"529af3c4-1f6c-4ced-ac86-165cb41a1629","3-1",1,44128,42759,1369,106,1,1366,34,"laptop",0,"graduate school",0,"Spanish",0,0,"N",11.081,148.740616010664
"540ad2c3-6798-4093-8f1c-3c3a0ea94ac6","1-2",1,57125,42272,14853,383,1,982,15,"laptop",0,"pre-high school",2,"English",0,0,"Y",10.485,543.622255866768
"540ad2c3-6798-4093-8f1c-3c3a0ea94ac6","3-1",0,15074,12672,2402,106,1,982,15,"laptop",0,"pre-high school",2,"English",0,0,"Y",11.081,501.893939393939
"540ad2c3-6798-4093-8f1c-3c3a0ea94ac6","3-2",1,24941,22995,1946,120,0.666666666666667,982,15,"laptop",0,"pre-high school",2,"English",0,0,"Y",10.697,313.111545988258
"540ad2c3-6798-4093-8f1c-3c3a0ea94ac6","2-2",1,26989,17913,9076,166,0.666666666666667,982,15,"laptop",0,"pre-high school",2,"English",0,0,"Y",7.638,556.020767040697
"540ad2c3-6798-4093-8f1c-3c3a0ea94ac6","1-1",0,55909,50015,5894,324,1,982,15,"laptop",0,"pre-high school",2,"English",0,0,"Y",9.6,388.683394981506
"540ad2c3-6798-4093-8f1c-3c3a0ea94ac6","2-1",0,29565,28414,1151,145,1,982,15,"laptop",0,"pre-high school",2,"English",0,0,"Y",8.337,306.187090870698
"54c3e853-e07a-4b15-ab2d-691a120c3b32","2-1",1,45542,39590,5952,145,1,1294,37,"laptop",0,"high school",1,"English",0,0,"Y",8.337,219.752462743117
"54c3e853-e07a-4b15-ab2d-691a120c3b32","1-1",0,84202,69265,14937,324,1,1294,37,"laptop",0,"high school",1,"English",0,0,"Y",9.6,280.66122861474
"54c3e853-e07a-4b15-ab2d-691a120c3b32","2-2",0,52449,26542,25907,166,1,1294,37,"laptop",0,"high school",1,"English",0,0,"Y",7.638,375.254313917565
"54c3e853-e07a-4b15-ab2d-691a120c3b32","1-2",1,78529,47316,31213,383,1,1294,37,"laptop",0,"high school",1,"English",0,0,"Y",10.485,485.670809028658
"54c3e853-e07a-4b15-ab2d-691a120c3b32","3-2",1,42265,25388,16877,120,1,1294,37,"laptop",0,"high school",1,"English",0,0,"Y",10.697,283.598550496297
"54c3e853-e07a-4b15-ab2d-691a120c3b32","3-1",0,53951,34261,19690,106,0.666666666666667,1294,37,"laptop",0,"high school",1,"English",0,0,"Y",11.081,185.63381103879
"5507df65-d963-43c6-9e0d-a8c375c02b6c","3-1",0,56064,43546,12518,106,1,574,60,"smartphone",0,"postdoctoral",0,"Spanish",0,0,"N",11.081,146.05245028246
"5507df65-d963-43c6-9e0d-a8c375c02b6c","1-1",0,151876,150041,1835,324,1,574,60,"smartphone",0,"postdoctoral",0,"Spanish",0,0,"N",9.6,129.564585679914
"5507df65-d963-43c6-9e0d-a8c375c02b6c","2-1",1,49942,46392,3550,145,0.666666666666667,574,60,"smartphone",0,"postdoctoral",0,"Spanish",0,0,"N",8.337,187.53233316089
"5507df65-d963-43c6-9e0d-a8c375c02b6c","2-2",0,68764,67310,1454,166,1,574,60,"smartphone",0,"postdoctoral",0,"Spanish",0,0,"N",7.638,147.972069529045
"5507df65-d963-43c6-9e0d-a8c375c02b6c","3-2",1,62057,60856,1201,120,0.333333333333333,574,60,"smartphone",0,"postdoctoral",0,"Spanish",0,0,"N",10.697,118.312080978047
"5507df65-d963-43c6-9e0d-a8c375c02b6c","1-2",1,137800,133773,4027,383,1,574,60,"smartphone",0,"postdoctoral",0,"Spanish",0,0,"N",10.485,171.783543764437
"55b18dd9-dcd2-4440-a56b-8443f3fb1c43","2-1",0,39190,36521,2669,145,0.333333333333333,1438,17,NA,NA,NA,0,NA,1,NA,NA,8.337,238.219106815257
"55b18dd9-dcd2-4440-a56b-8443f3fb1c43","3-1",1,26786,25768,1018,106,1,1438,17,NA,NA,NA,0,NA,1,NA,NA,11.081,246.817758460106
"55b18dd9-dcd2-4440-a56b-8443f3fb1c43","1-1",0,74295,68747,5548,324,0.666666666666667,1438,17,NA,NA,NA,0,NA,1,NA,NA,9.6,282.775975678939
"55b18dd9-dcd2-4440-a56b-8443f3fb1c43","3-2",0,29176,24897,4279,120,0.666666666666667,1438,17,NA,NA,NA,0,NA,1,NA,NA,10.697,289.191468851669
"55b18dd9-dcd2-4440-a56b-8443f3fb1c43","2-2",1,31761,31142,619,166,1,1438,17,NA,NA,NA,0,NA,1,NA,NA,7.638,319.825316293109
"55b18dd9-dcd2-4440-a56b-8443f3fb1c43","1-2",1,82149,78819,3330,383,1,1438,17,NA,NA,NA,0,NA,1,NA,NA,10.485,291.5540669128
"55ceb008-47a1-41ef-82f8-5527e474f4bb","2-2",1,40815,29161,11654,166,1,1150,60,"laptop",0,"graduate school",1,"English",0,0,"Y",7.638,341.552072974178
"55ceb008-47a1-41ef-82f8-5527e474f4bb","1-1",1,84153,66877,17276,324,1,1150,60,"laptop",0,"graduate school",1,"English",0,0,"Y",9.6,290.682895464809
